,acc,loss,round,client,type
0,0.9285714285714286,1.6088520288467407,0,client_0,local
1,0.9166666666666666,1.6108404397964478,0,client_0,global
2,0.8761904761904762,1.6405096054077148,0,client_1,local
3,0.8761904761904762,1.6400701999664307,0,client_1,global
4,0.8928571428571429,1.637994647026062,0,client_2,local
5,0.9,1.633147954940796,0,client_2,global
6,0.888095238095238,1.6365392208099365,0,client_3,local
7,0.888095238095238,1.6286691427230835,0,client_3,global
8,0.9023809523809524,1.6268795728683472,0,client_4,local
9,0.9119047619047619,1.6165955066680908,0,client_4,global
10,0.919047619047619,1.6172055006027222,0,client_5,local
11,0.9261904761904762,1.6025830507278442,0,client_5,global
12,0.8904761904761904,1.6503626108169556,0,client_6,local
13,0.9142857142857143,1.6305285692214966,0,client_6,global
14,0.8714285714285714,1.6409982442855835,0,client_7,local
15,0.8761904761904762,1.6368614435195923,0,client_7,global
16,0.9,1.6354079246520996,0,client_8,local
17,0.9,1.627004861831665,0,client_8,global
18,0.8857142857142857,1.6443051099777222,0,client_9,local
19,0.8904761904761904,1.6296467781066895,0,client_9,global
20,0.9214285714285714,1.619674801826477,1,client_0,local
21,0.9166666666666666,1.6220418214797974,1,client_0,global
22,0.8714285714285714,1.6524763107299805,1,client_1,local
23,0.8738095238095238,1.6525254249572754,1,client_1,global
24,0.8857142857142857,1.6433451175689697,1,client_2,local
25,0.9,1.6464693546295166,1,client_2,global
26,0.8809523809523809,1.6484389305114746,1,client_3,local
27,0.8857142857142857,1.6418640613555908,1,client_3,global
28,0.8904761904761904,1.6399673223495483,1,client_4,local
29,0.9071428571428571,1.6297142505645752,1,client_4,global
30,0.8976190476190476,1.631609559059143,1,client_5,local
31,0.9285714285714286,1.6153068542480469,1,client_5,global
32,0.8761904761904762,1.6600000858306885,1,client_6,local
33,0.9071428571428571,1.6437581777572632,1,client_6,global
34,0.8642857142857143,1.6559988260269165,1,client_7,local
35,0.8738095238095238,1.6467921733856201,1,client_7,global
36,0.8904761904761904,1.6448404788970947,1,client_8,local
37,0.8928571428571429,1.638446569442749,1,client_8,global
38,0.8761904761904762,1.6528229713439941,1,client_9,local
39,0.8904761904761904,1.6418273448944092,1,client_9,global
